Timestamp,Charging_Power_kW,Discharging_Power_kW,Battery_SOC_%,Grid_Load_kW,Renewable_Input_kW,Temperature_C,Vehicle_Count,Available_Capacity_kWh,LOLE_hr,EENS_MWh,Reliability_Index,Optimization_Score,Pinball_Loss,Winkler_Score
2025-01-01 00:00:00,21.854305348131312,5.011257237028496,83.40760930307067,864.9633974528848,170.66445332536438,11.35798091551106,446,1211.4861938510614,4.454586883709339,32.35299141781389,0.22325118167343028,0.3706313811150458,0.08699140747116897,34.077559256899875
2025-01-01 01:00:00,47.78214378844623,5.02857648864953,92.63190350236955,276.62114503554903,192.0508165238297,16.53703848808953,447,1409.5971073853145,7.14071176142335,85.66530158063121,0.16867037458226256,0.3730850878483248,0.12171085657671775,36.80945182388648
2025-01-01 02:00:00,37.93972738151323,1.1001428080062892,95.49612742561766,212.9948109086294,106.36305399329358,39.09360317814799,179,1884.307519392109,8.675572874455385,59.3613216569384,0.20780655712835183,0.425633833864459,0.039106217097378125,41.37346633172487
2025-01-01 03:00:00,31.93963178886665,22.092060451969214,96.81084835243578,967.1319527268947,344.97948733075066,36.83689247184175,384,574.9975969252803,0.4312778821882868,51.800233639658444,0.2615614205000823,0.4249403282307583,0.02969614121190943,39.80895485870229
2025-01-01 04:00:00,12.020838819909644,19.914135828654153,61.71677109771775,197.2401034387664,67.90870730104365,22.272494201000143,54,1116.7289645794694,5.739504229932586,74.33791649756158,0.07496301620030675,0.3193331210526292,0.12382859141031356,29.177403589563745
2025-01-01 05:00:00,12.01975341512912,14.238926272494417,98.1846326393203,530.6419630964702,318.9570509855566,23.188371972097436,390,1410.255236100775,8.534806665264895,81.55831402352884,0.2211708304826622,0.43029747427300147,0.050787491805266614,33.15620580048213
2025-01-01 06:00:00,7.613762547568976,25.325113469075912,80.58481657075511,627.0073559139717,441.36314818323524,28.67440517437528,483,1390.5693025161218,3.9815494458477496,68.60731554227195,0.39469344495393854,0.46749456726685873,0.11806537009736655,41.615009153217784
2025-01-01 07:00:00,43.97792655987208,24.170104588501594,32.93371489895695,587.2369788166944,450.8744667303351,10.008435163979708,23,579.3300231959893,3.0238360611242685,44.00063185993527,0.2819133315949782,0.40018651529771454,0.06878354681469596,35.7359434097776
2025-01-01 08:00:00,32.0501755284444,17.560630931902566,58.1520085174376,177.42894132964886,252.06699216648275,18.443551761330973,240,1214.7899020405287,7.957066850948376,37.929879267218745,0.19712695942180916,0.4180371515466862,0.025052395772548815,34.3645935339617
2025-01-01 09:00:00,36.86326600082205,26.04813841539776,77.46649402976033,151.32422260325743,256.68665969588324,17.288113301287506,166,1612.2349705982972,3.357865835028362,77.16649382727022,0.33213517940935194,0.5177884273264578,0.09370469455953574,43.90352092970472
2025-01-01 10:00:00,5.92630224331111,6.175236301103047,39.787225265526665,194.9350847149321,84.63613235360782,18.766903136241723,143,1002.6500620954633,0.0317429818450321,51.79071606402861,0.1988861161303281,0.4152681831061688,0.05461214621406002,37.71501129667877
