total_charging_stations,fast_chargers,slow_chargers,charging_sessions,energy_consumed_kwh,grid_load_mw,voltage_v,frequency_hz,transformer_load_percent,renewable_share_percent,hour,day_of_week,ev_population,charger_ev_ratio,peak_hour_flag,overload_risk,month,quarter,is_weekend,state_encoded
0.598571789705997,1.3496112070689097,0.28659323892587985,-0.7832127033639618,-0.5372684266925719,0.26580236759818787,-0.9282526688406922,-0.12051563402138155,0.21501806008262123,-0.5749093672186968,0,0,-0.3319067502940989,-0.518613739298523,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,6
-0.07748442816998917,0.5762838515856674,-0.3161558606188035,-0.08689008415135634,-0.7313172787172514,1.6895202833255059,1.421784659003578,1.5251189282209578,1.13498021150173,-1.6495538541200636,1,0,0.5081427384412932,-0.10763817362301464,0,Medium,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,2
0.8115028819504021,1.6513974921355408,0.45480228996160543,-0.1725340426641367,-0.19428908365468336,0.9732277027369537,0.044034772840154036,-1.407642152465764,1.0235036110681195,-1.5686458206616773,2,0,-1.3897500763788433,-0.7895077252083448,0,Medium,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,9
-1.610588292329706,-1.4419119297974283,-1.5847324538465675,-0.16136309155377404,0.44035835833129683,1.5909056384143447,-0.6155606715486527,0.9399695108604342,1.1294701608321365,0.6376892332569816,3,0,0.3185103940718612,2.7328792294926654,0,Medium,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,6
0.555985571257116,0.4819756375023452,0.552924236399112,-1.0513155300126655,-0.8235486740898709,-0.9172859230470524,-1.2722750830811178,1.083024361842183,-0.8586920633883385,0.16194522389023214,4,0,-0.8838894501574894,-0.6524599590930916,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,6
1.2373650664392122,2.1040769197354874,0.8472900757116318,-0.17625769303425756,0.14196013156616852,-0.5940350714000293,0.7532363920816348,2.6308386501184056,-0.11589265966571792,1.1922313538298563,5,0,0.3897424057269536,-0.4456511162307691,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,17
-1.4402434185341817,-1.2344338588141195,-1.4375495341903075,-0.37361116265066446,-0.5553049818076489,0.12374022573589737,0.29744531662091295,-0.37874739414899805,-0.2988136216066961,1.6846853673521391,6,0,-1.5521799879007983,-0.6165499568061025,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,17
0.7902097727259616,-0.2536284323475682,1.1346472045643297,1.421188315747602,1.9541603870703772,0.9484435442733403,-0.8515947923081142,-0.30366351702478883,1.2655473337387333,0.4268920081934589,7,0,0.3286241191048976,-0.39018334559307677,0,Medium,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,7
0.4441967478288033,0.6894537084856541,0.32864550168481127,-0.06827183230075191,0.08279641915629987,-0.7597455490414954,-2.0420251890526444,1.0607462060778414,-0.26429819525658316,1.207383371877988,8,0,-0.21080361175196505,-0.4636821712629861,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,22
0.9552313692153755,1.406196135518903,0.7351507083544815,1.0264813765147882,1.5096641810795914,-1.2046641034784908,-1.3864558318749827,-0.2755517254358128,-0.765114559094938,-0.08484743438095133,9,0,0.22434812652290181,-0.44039042540369977,0,Low,-1.5968345603709093,-1.344612946874018,-0.6309623716138579,25
